user_id,age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
242,61,Bigender,adventure,Andhra Pradesh,8,family,₹10000,22064.22,20.068417,-8.2971003,9.911132,72.3113,351075,150,290,hostel,₹1000,train,₹1000,795.18,9692.36,education,rainy,sports event
243,49,Female,cultural,Odisha,21,vacation,₹25000,43584.05,21.531831,101.7637775,21.267167,95.7655,671824,970,419,vacation rental,₹500,train,₹1000,883.26,9969.22,shopping,rainy,sports event
244,22,Female,cultural,Karnataka,3,family,₹50000,10073.81,36.825708,125.3297787,23.033683,75.2724,1153804,665,533,vacation rental,₹2000,car,₹500,932.3,8583.89,vacation,cloudy,art exhibition
245,61,Bigender,cultural,Kerala,27,vacation,₹1000,47669.35,25.023473,-8.9140418,16.710711,79.8502,487750,176,143,hotel,₹100,train,₹100,320.22,1481.27,vacation,cloudy,art exhibition
246,59,Male,relaxation,Madhya Pradesh,18,business,₹500,18694.14,25.266676,118.200692,24.754839,96.165,1022045,997,341,hostel,₹2000,car,₹100,49.85,3680.0,shopping,cloudy,sports event
247,79,Female,adventure,Nagaland,5,family,₹35000,3454.58,33.476427,-6.4887534,32.443766,85.1162,222127,914,363,hostel,₹2000,plane,₹500,240.12,195.96,vacation,sunny,music festival
248,30,Male,adventure,Haryana,5,family,₹1000,37177.84,25.547928,-77.6106512,10.681729,97.0249,251707,653,773,vacation rental,₹100,plane,₹1000,761.64,8890.78,shopping,sunny,sports event
249,48,Male,adventure,Tamil Nadu,4,business,₹35000,42442.94,21.762835,2.7425682,20.568617,94.0676,15465,384,46,hotel,₹1000,train,₹2000,218.62,9912.88,hiking,rainy,sports event
250,56,Male,cultural,Himachal Pradesh,8,family,₹25000,31360.93,31.208732,120.585289,36.846461,82.2011,670369,288,879,hostel,₹1000,train,₹5000,208.34,2337.8,education,sunny,art exhibition
251,61,Female,adventure,Chhattisgarh,23,family,₹50000,18495.26,24.403761,124.9997742,29.641596,77.1418,172140,209,455,hotel,₹1000,plane,₹1000,417.67,9655.56,education,sunny,music festival
252,40,Female,cultural,Nagaland,15,vacation,₹100,48625.97,33.350132,59.6086,16.547321,82.2995,33699,252,675,hotel,₹1000,car,₹500,874.57,6171.84,sightseeing,rainy,sports event
253,31,Male,adventure,Mizoram,9,family,₹50000,35935.24,17.530065,26.8600648,28.275052,76.9898,920157,505,297,vacation rental,₹100,plane,₹1000,52.61,667.53,hiking,sunny,art exhibition
254,81,Male,cultural,Odisha,18,business,"",37739.06,28.038722,-3.4044187,15.84865,91.7316,1136032,187,49,vacation rental,₹500,plane,₹1000,327.18,9443.37,vacation,rainy,music festival
255,21,Female,relaxation,Bihar,16,family,"",45387.57,9.86813,10.0863269,31.780753,74.2609,362368,580,176,hotel,₹1000,train,₹500,548.21,4393.95,shopping,sunny,music festival
256,21,Male,cultural,Andhra Pradesh,9,family,₹50000,38035.67,36.894244,-82.855251,20.426918,70.5657,1027894,980,345,vacation rental,₹500,car,₹1000,734.78,6656.9,education,rainy,music festival
257,55,Female,adventure,Andhra Pradesh,24,business,"",11400.7,8.602143,23.4060228,18.636323,95.5094,428825,638,81,hostel,₹2000,plane,₹5000,454.64,4042.83,shopping,sunny,art exhibition
258,41,Genderqueer,cultural,Bihar,15,business,₹25000,32818.27,15.455205,-2.5098914,17.638652,93.0725,923289,84,260,vacation rental,₹500,plane,₹1000,398.21,2518.2,sightseeing,rainy,sports event
259,56,Male,cultural,Nagaland,4,family,₹10000,1140.11,13.187842,105.8510132,10.366074,85.7612,1393147,480,932,hostel,₹500,car,₹5000,818.09,1585.57,shopping,sunny,art exhibition
260,75,Genderqueer,cultural,Haryana,2,family,₹35000,42723.24,34.061826,47.2957582,26.019208,76.3378,930836,741,621,vacation rental,₹100,car,₹2000,632.88,1963.04,sightseeing,sunny,music festival
261,56,Male,cultural,Madhya Pradesh,16,business,₹50000,14161.42,8.976303,24.9390156,34.892002,77.5967,37570,523,251,hostel,₹500,plane,₹500,933.03,4766.92,education,sunny,sports event
262,72,Male,relaxation,Manipur,7,family,₹500,27444.67,11.738734,107.569381,26.716369,91.0289,848011,568,699,hotel,₹2000,train,₹2000,846.88,1834.49,vacation,cloudy,music festival
263,57,Male,cultural,Assam,30,vacation,₹10000,31950.53,26.969647,20.3036711,22.48164,88.6364,893622,559,157,hotel,₹100,plane,₹500,786.46,6502.25,vacation,cloudy,sports event
264,72,Female,cultural,Kerala,21,family,₹1000,1879.49,28.265088,97.7525352,13.711393,78.5185,843613,602,561,hostel,₹2000,plane,₹5000,526.49,6953.92,hiking,cloudy,sports event
265,27,Female,cultural,Uttar Pradesh,9,business,₹35000,28388.47,21.071135,-83.504629,16.312704,88.1407,1067207,695,790,hostel,₹100,car,₹500,488.86,8135.79,hiking,cloudy,art exhibition
266,56,Female,adventure,Kerala,20,business,₹25000,35680.74,12.964876,-0.1550173,20.631484,73.557,1288045,639,139,vacation rental,₹1000,train,₹1000,388.92,2717.98,education,rainy,sports event
267,78,Female,adventure,Chhattisgarh,2,family,₹15000,10841.65,31.624464,-73.327532,31.887881,92.8074,311099,293,936,hostel,₹2000,train,₹100,536.63,5968.32,vacation,cloudy,sports event
268,35,Male,relaxation,Arunachal Pradesh,11,business,₹15000,42822.32,33.123817,106.4019733,20.389067,89.3451,395698,103,620,hostel,₹500,train,₹5000,942.19,7451.82,hiking,cloudy,sports event
269,37,Female,cultural,Kerala,15,family,₹35000,21344.35,33.271667,85.2774207,29.99032,72.1709,1359997,483,114,vacation rental,₹500,plane,₹100,986.6,1794.58,education,cloudy,sports event
270,83,Female,cultural,Madhya Pradesh,16,business,"",32576.48,19.783919,104.0134362,30.404698,86.5383,87874,721,563,hostel,₹2000,plane,₹5000,704.81,8153.19,vacation,cloudy,art exhibition
271,55,Male,cultural,Madhya Pradesh,25,family,₹50000,12551.05,8.39004,2.8898334,28.957641,92.288,835884,226,828,vacation rental,₹2000,plane,₹5000,781.7,6380.26,vacation,rainy,art exhibition
272,82,Male,relaxation,Himachal Pradesh,29,business,₹50000,8722.29,10.616712,20.3755648,34.512186,81.4243,339931,742,612,hostel,₹500,train,₹500,540.8,324.41,shopping,sunny,sports event
273,47,Female,cultural,Sikkim,15,vacation,₹35000,18653.12,20.330004,123.5403713,26.344665,75.4435,832749,945,754,hostel,₹500,car,₹500,485.93,6666.72,hiking,rainy,sports event
274,67,Female,adventure,Bihar,20,business,"",46990.82,34.627019,120.349903,24.194507,90.1005,1393060,334,568,hostel,₹1000,train,₹500,93.39,784.93,sightseeing,sunny,sports event
275,85,Female,relaxation,Assam,30,business,₹50000,46085.19,10.046594,106.8104633,16.868463,94.8632,591135,307,257,hostel,₹500,train,₹500,65.02,4614.84,shopping,rainy,art exhibition
276,30,Male,cultural,Meghalaya,28,family,₹35000,15695.12,15.560588,-104.61768,29.042,88.6319,464690,554,986,hostel,₹100,car,₹100,532.64,8888.36,hiking,cloudy,art exhibition
277,69,Female,adventure,Goa,18,business,"",9123.43,21.394167,112.834114,31.250957,95.7365,991173,631,686,vacation rental,₹100,plane,₹100,885.41,4013.26,shopping,rainy,music festival
278,64,Female,adventure,Goa,28,family,₹1000,2979.9,34.640872,-122.38,25.269476,97.051,931972,118,437,hotel,₹100,train,₹5000,961.1,7112.63,education,cloudy,art exhibition
279,69,Male,cultural,Andhra Pradesh,6,vacation,₹50000,25838.21,32.194646,115.610077,24.655009,77.9162,591047,647,711,hotel,₹100,car,₹500,738.09,3430.14,shopping,rainy,music festival
280,71,Male,adventure,Madhya Pradesh,23,vacation,₹100,22156.81,36.248049,-88.5945715,18.44747,81.9694,789147,81,970,vacation rental,₹2000,plane,₹100,915.67,4848.65,shopping,rainy,art exhibition
281,64,Male,cultural,Madhya Pradesh,17,business,₹50000,47844.62,32.159088,-86.4187308,23.053949,77.6215,1309086,52,965,hotel,₹2000,train,₹1000,413.25,5736.1,education,rainy,sports event
282,85,Female,adventure,Madhya Pradesh,8,vacation,₹15000,15918.88,14.305168,7.81191,29.892495,83.9589,811820,182,709,hotel,₹2000,plane,₹1000,261.55,9925.62,education,rainy,art exhibition
283,47,Non-binary,relaxation,Maharashtra,24,business,₹15000,1401.5,13.982239,-9.0471651,9.391189,89.9835,356196,776,56,hotel,₹500,train,₹500,548.45,6331.66,education,cloudy,art exhibition
284,36,Female,relaxation,Nagaland,15,family,"",26537.75,26.05888,88.3994723,25.602306,89.4105,879538,941,256,hostel,₹500,plane,₹500,900.19,6388.0,sightseeing,sunny,music festival
285,29,Male,cultural,Haryana,15,family,₹25000,39648.94,25.644073,141.8559579,20.517986,93.2908,1064666,366,462,hostel,₹500,car,₹1000,404.93,3320.28,education,rainy,music festival
286,33,Genderfluid,relaxation,Punjab,5,vacation,₹35000,43350.56,31.191035,49.7613122,35.872797,83.2445,741072,574,246,hostel,₹500,plane,₹2000,453.32,1101.73,vacation,cloudy,art exhibition
287,85,Female,adventure,Chhattisgarh,13,family,₹1000,2514.81,11.538077,43.8464971,30.13902,77.6074,754629,860,968,hostel,₹1000,train,₹100,380.18,8051.26,education,cloudy,music festival
288,30,Male,adventure,Madhya Pradesh,26,family,₹15000,13307.61,25.135011,1.0598119,14.141481,93.4658,622532,744,301,vacation rental,₹1000,car,₹2000,12.42,5778.75,sightseeing,cloudy,art exhibition
289,27,Male,relaxation,Assam,20,vacation,"",48380.75,25.419976,-7.3462545,34.08146,74.289,1186351,897,9,hotel,₹2000,car,₹5000,636.2,17.44,vacation,cloudy,music festival
290,79,Female,relaxation,Arunachal Pradesh,4,business,₹25000,13676.24,11.659059,-87.6,12.791705,84.24,276247,722,583,hotel,₹1000,car,₹2000,595.46,5079.8,vacation,cloudy,art exhibition
291,24,Female,adventure,Sikkim,6,business,₹15000,44403.81,14.060816,17.9557436,20.177912,71.3181,495469,312,481,vacation rental,₹500,car,₹100,30.97,1766.24,sightseeing,rainy,art exhibition
292,44,Female,adventure,Uttar Pradesh,8,business,"",27553.98,22.498598,17.1711587,11.751988,90.0169,652705,55,186,hostel,₹100,plane,₹5000,835.71,7393.2,shopping,cloudy,sports event
293,77,Female,adventure,Chhattisgarh,21,vacation,₹15000,37694.07,16.956864,120.482198,21.440868,74.7129,751282,352,737,vacation rental,₹100,train,₹2000,740.02,1505.55,education,sunny,music festival
294,36,Male,relaxation,Nagaland,14,vacation,₹100,8944.43,34.694068,115.2413041,17.932168,96.9384,1136471,199,218,vacation rental,₹2000,train,₹100,226.09,685.55,sightseeing,rainy,music festival
295,84,Female,relaxation,Meghalaya,16,business,₹500,944.24,29.438419,18.188947,8.223952,94.555,1143397,293,152,hostel,₹500,plane,₹500,738.5,2118.96,shopping,rainy,music festival
296,22,Male,adventure,Madhya Pradesh,2,business,₹2000,36508.71,12.486327,6.7329389,22.555346,76.4303,1364932,56,382,hotel,₹100,plane,₹1000,122.25,6812.79,hiking,cloudy,sports event
297,72,Male,cultural,Himachal Pradesh,22,business,"",35590.92,19.936369,20.3244146,33.707129,84.3556,1383950,228,481,vacation rental,₹2000,train,₹100,152.59,7318.26,hiking,cloudy,music festival
298,77,Female,adventure,Bihar,6,business,₹50000,38531.43,17.465702,23.8408158,11.518581,88.9023,306976,608,195,vacation rental,₹1000,train,₹500,138.37,6302.56,hiking,rainy,sports event
299,71,Male,relaxation,Rajasthan,2,business,₹50000,1550.05,8.428876,55.2695622,24.495139,87.2912,1363692,146,375,hostel,₹500,plane,₹100,91.25,1040.33,hiking,sunny,art exhibition
300,37,Male,adventure,Telangana,29,family,₹2000,25828.33,18.418209,113.02064,28.648396,70.4821,926847,136,120,hostel,₹500,car,₹1000,212.08,7293.18,shopping,rainy,sports event
301,68,Female,relaxation,Karnataka,6,business,₹500,45932.19,17.742212,-90.5279231,11.213291,94.6948,27771,603,778,vacation rental,₹100,plane,₹1000,366.57,1914.95,sightseeing,sunny,art exhibition
302,53,Male,cultural,Goa,4,vacation,₹100,20539.89,17.209215,25.4459308,22.662863,94.2772,1374253,862,90,hotel,₹1000,plane,₹5000,858.62,5743.81,hiking,rainy,art exhibition
303,33,Female,relaxation,Himachal Pradesh,7,vacation,₹35000,43592.55,11.223415,39.72516,24.308748,87.3158,285610,354,233,hostel,₹2000,car,₹2000,216.18,9880.46,sightseeing,cloudy,sports event
304,20,Male,cultural,Arunachal Pradesh,23,family,₹500,28009.91,21.878546,23.6168485,26.940126,79.6133,1413816,839,927,vacation rental,₹2000,plane,₹1000,778.87,7721.32,education,sunny,art exhibition
305,21,Male,adventure,Gujarat,4,family,₹100,43857.0,33.860174,99.617119,21.922499,85.48,24385,929,6,hotel,₹500,car,₹5000,530.8,2120.9,hiking,cloudy,music festival
306,77,Female,relaxation,Chhattisgarh,4,family,₹2000,40832.37,9.65315,83.2934086,19.89487,78.9867,428772,793,220,vacation rental,₹1000,train,₹100,738.73,6472.59,shopping,cloudy,music festival
307,43,Male,cultural,Himachal Pradesh,12,business,₹35000,37183.95,26.460507,14.197982,12.115647,91.2711,888564,959,978,hostel,₹2000,train,₹1000,390.86,4572.78,education,rainy,sports event
308,37,Male,cultural,Maharashtra,1,business,₹500,45507.78,32.411439,47.8699039,36.39847,91.6032,79924,421,264,hostel,₹2000,car,₹5000,653.0,9029.96,shopping,cloudy,art exhibition
309,57,Female,relaxation,Nagaland,1,family,₹5000,6765.6,15.496689,85.8919042,30.988199,77.8524,1447355,395,289,hostel,₹100,car,₹2000,470.32,8831.93,vacation,cloudy,art exhibition
310,79,Female,relaxation,Tamil Nadu,30,vacation,₹15000,24653.58,28.022072,-6.2634596,17.095549,80.2366,578002,222,393,hostel,₹1000,train,₹100,814.16,7042.25,vacation,sunny,art exhibition
311,52,Female,cultural,Meghalaya,26,business,₹5000,39624.33,13.903886,21.5989599,28.608275,95.5455,510226,951,470,hotel,₹500,train,₹500,879.98,5243.45,sightseeing,sunny,music festival
312,36,Female,adventure,Haryana,22,vacation,₹100,22053.97,32.824889,-3.1629063,18.614227,86.526,177436,341,100,vacation rental,₹2000,plane,₹100,369.73,3603.9,hiking,rainy,art exhibition
313,79,Female,relaxation,Chhattisgarh,26,vacation,₹10000,45569.09,35.535112,80.6202033,15.752622,94.7883,436800,649,963,hostel,₹1000,train,₹2000,595.33,6815.0,hiking,sunny,sports event
314,69,Male,relaxation,Meghalaya,1,vacation,₹1000,31473.44,10.955208,122.8333359,26.057437,88.0118,907727,392,154,vacation rental,₹1000,train,₹1000,475.13,3277.18,education,cloudy,music festival
315,50,Female,adventure,Meghalaya,18,vacation,₹50000,1165.7,29.192625,17.3811959,8.754999,90.7176,384637,268,924,vacation rental,₹100,plane,₹100,705.73,60.69,vacation,cloudy,sports event
316,52,Female,cultural,Bihar,9,business,₹50000,31869.15,26.967459,-9.1030431,17.255263,91.2919,1177702,104,591,hostel,₹100,plane,₹2000,799.46,6463.22,hiking,sunny,music festival
317,63,Male,cultural,Nagaland,4,vacation,₹500,6687.85,29.080633,106.554468,15.736629,72.4951,768752,423,925,vacation rental,₹100,train,₹500,116.63,6945.71,shopping,rainy,art exhibition
318,35,Bigender,relaxation,Assam,7,vacation,₹100,22402.3,26.853409,-73.868176,23.749462,91.9258,761739,817,457,hotel,₹100,plane,₹100,30.05,5659.8,vacation,sunny,art exhibition
319,57,Bigender,relaxation,Arunachal Pradesh,7,business,₹35000,21024.76,11.585411,121.74074,26.269365,78.6628,1225907,552,700,vacation rental,₹1000,plane,₹5000,268.2,6795.42,shopping,rainy,art exhibition
320,66,Female,cultural,Haryana,19,vacation,₹5000,20456.74,19.667793,107.8034,35.062535,85.0871,218204,720,975,hostel,₹100,plane,₹2000,15.0,2337.05,shopping,rainy,art exhibition
321,66,Male,adventure,Punjab,27,business,₹2000,42824.35,30.841814,151.2502275,31.786812,83.4636,64075,642,518,hostel,₹2000,train,₹5000,86.34,5860.65,vacation,rainy,music festival
322,29,Female,cultural,Goa,13,vacation,₹35000,24449.48,17.722562,10.4494906,16.282546,79.1194,4531,388,231,hotel,₹100,car,₹5000,899.0,8303.15,hiking,rainy,sports event
323,38,Male,relaxation,Assam,17,vacation,₹50000,41095.46,28.522397,106.0243,15.862818,88.8252,890263,313,137,vacation rental,₹100,train,₹100,256.53,2934.59,sightseeing,cloudy,art exhibition
324,74,Female,cultural,Bihar,16,business,₹50000,32703.2,26.566926,78.3407084,8.3944,75.814,1498882,171,435,hotel,₹2000,plane,₹1000,197.43,6691.64,education,cloudy,sports event
325,72,Male,relaxation,Chhattisgarh,27,family,₹35000,40715.83,33.102603,44.7564274,23.505281,81.3996,1388418,591,652,hotel,₹500,train,₹500,708.27,4108.85,hiking,rainy,music festival
326,75,Male,relaxation,Meghalaya,26,vacation,₹15000,10707.99,28.541995,17.9485065,13.174179,75.4392,415278,346,529,hostel,₹2000,train,₹1000,482.91,1321.72,education,rainy,sports event
327,53,Female,cultural,Manipur,21,business,₹5000,7053.9,14.073329,46.3582371,32.405559,76.9883,503107,725,948,hostel,₹500,car,₹5000,615.73,3073.01,vacation,sunny,art exhibition
328,21,Female,relaxation,Karnataka,28,family,₹100,8277.63,13.349833,-43.0971625,29.964904,73.4434,602352,997,365,vacation rental,₹500,car,₹1000,506.08,7453.94,shopping,sunny,music festival
329,48,Female,relaxation,Arunachal Pradesh,25,family,₹10000,49413.78,15.253709,43.8709284,32.020484,95.2067,1253369,715,984,hostel,₹500,car,₹100,101.0,7862.79,education,rainy,sports event
330,65,Male,relaxation,Nagaland,30,vacation,₹100,2150.41,19.025858,118.534841,10.426955,90.7297,707650,355,772,hotel,₹2000,plane,₹500,14.43,5201.45,hiking,rainy,music festival
331,41,Female,relaxation,Meghalaya,5,business,₹35000,14453.05,32.911652,-65.5975218,31.585442,87.0425,731453,54,922,vacation rental,₹500,car,₹1000,374.78,3176.38,education,cloudy,sports event
332,63,Male,adventure,Nagaland,6,vacation,₹5000,8349.47,12.205154,103.5083998,12.224426,79.4732,1173911,877,367,vacation rental,₹1000,train,₹100,81.66,4315.2,hiking,sunny,art exhibition
333,80,Male,cultural,Kerala,22,business,₹1000,48991.72,14.756315,16.5104253,29.304337,94.7479,850922,856,993,hostel,₹1000,car,₹500,684.39,7262.25,sightseeing,rainy,sports event
334,32,Male,adventure,Odisha,21,vacation,₹35000,6033.27,33.423991,87.2120599,24.382096,75.8455,690827,742,409,hostel,₹1000,car,₹5000,55.71,5200.68,vacation,cloudy,music festival
335,36,Bigender,adventure,Rajasthan,17,family,₹5000,40561.88,31.101118,107.4010519,26.251339,73.0225,715766,254,945,hostel,₹500,car,₹2000,380.29,786.54,sightseeing,rainy,sports event
336,21,Male,relaxation,Assam,7,vacation,₹25000,43976.24,31.931703,122.9860159,15.531972,86.7887,702456,636,63,vacation rental,₹2000,plane,₹100,492.14,2103.84,education,cloudy,sports event
337,81,Female,cultural,Assam,1,business,₹50000,45659.58,20.531237,87.5395855,36.300857,70.3073,532569,57,293,vacation rental,₹500,car,₹2000,918.48,3176.78,education,rainy,music festival
338,40,Male,adventure,Gujarat,21,family,₹35000,5866.03,29.569956,-1.0263278,8.459592,81.1895,368053,240,931,vacation rental,₹100,train,₹500,301.85,8705.57,shopping,rainy,music festival
339,18,Female,adventure,Goa,27,family,₹35000,20963.23,19.495315,102.4235298,30.28255,68.9615,184695,116,22,vacation rental,₹1000,car,₹5000,597.97,5002.92,hiking,rainy,art exhibition
340,38,Male,adventure,Mizoram,16,business,₹25000,41647.11,30.993734,39.4129061,13.076649,97.2894,612686,442,513,hotel,₹100,plane,₹5000,720.94,3821.77,vacation,cloudy,music festival
341,75,Male,cultural,Manipur,26,vacation,₹5000,8289.91,9.069234,120.944359,26.748439,69.8223,385362,866,536,hotel,₹2000,plane,₹100,691.48,9712.84,vacation,sunny,art exhibition
342,22,Male,relaxation,Manipur,18,family,₹10000,42511.16,10.380588,121.7483586,33.400158,95.7065,956281,816,755,vacation rental,₹100,train,₹5000,461.62,5851.7,vacation,rainy,music festival
343,33,Male,cultural,Manipur,30,family,₹100,16944.58,32.100756,113.016085,10.291817,84.5191,676785,978,863,vacation rental,₹1000,car,₹2000,622.89,6307.58,hiking,sunny,sports event
344,32,Female,adventure,Goa,5,family,₹50000,44134.37,27.331827,4.7639811,30.197878,83.331,1437896,843,113,hotel,₹2000,car,₹100,166.28,7749.47,shopping,sunny,sports event
345,51,Non-binary,adventure,Telangana,7,family,₹25000,48679.92,26.577098,-4.6605581,9.193974,76.2076,554521,379,8,hostel,₹2000,car,₹2000,109.45,1031.11,vacation,sunny,sports event
346,23,Male,relaxation,Rajasthan,5,family,₹1000,15981.32,26.785848,-53.024918,14.837334,74.6763,657891,101,52,vacation rental,₹500,car,₹500,297.15,4930.47,vacation,sunny,sports event
347,19,Male,relaxation,Bihar,23,business,₹15000,47147.34,26.736385,30.734995,29.546927,83.5932,334561,907,431,hostel,₹1000,car,₹2000,57.18,830.63,shopping,cloudy,sports event
348,39,Agender,adventure,Maharashtra,27,vacation,₹5000,44136.62,9.234605,120.181069,19.134266,83.8984,1078866,971,403,hostel,₹1000,plane,₹1000,640.09,2916.48,shopping,rainy,art exhibition
349,63,Male,cultural,Telangana,2,business,₹50000,41817.56,12.143126,-94.6864991,22.781312,79.8834,535179,845,601,vacation rental,₹2000,plane,₹500,225.99,8948.25,sightseeing,rainy,music festival
350,71,Bigender,adventure,Kerala,20,vacation,"",31902.67,16.547324,26.6261976,28.115888,72.5965,482315,301,965,hotel,₹100,plane,₹5000,769.22,2387.52,shopping,cloudy,sports event
351,50,Agender,adventure,Karnataka,17,vacation,₹25000,10374.65,20.287481,119.745363,8.536792,95.3081,336584,839,191,hotel,₹1000,plane,₹100,890.59,4943.32,sightseeing,sunny,sports event
352,37,Female,cultural,Uttar Pradesh,16,family,₹500,41634.11,8.312243,134.2087936,24.63314,74.1035,442929,756,551,hotel,₹500,plane,₹500,61.92,2794.11,vacation,rainy,sports event
353,60,Female,relaxation,Tamil Nadu,30,family,₹25000,15879.97,30.858175,15.427113,27.17806,71.6214,219142,281,975,vacation rental,₹1000,train,₹500,457.05,9712.68,hiking,rainy,music festival
354,34,Bigender,cultural,Rajasthan,16,vacation,₹50000,13659.18,31.171493,4.861724,21.381277,71.9246,202281,866,327,vacation rental,₹500,plane,₹1000,27.65,9538.88,education,sunny,music festival
355,53,Female,cultural,Chhattisgarh,11,vacation,₹1000,48510.65,18.861312,121.7508912,17.08929,69.7666,960095,861,590,hostel,₹2000,plane,₹500,177.8,6198.85,vacation,sunny,art exhibition
356,82,Female,cultural,Himachal Pradesh,18,business,₹100,47314.08,33.435206,-68.796194,31.400909,81.0546,1091210,645,923,hostel,₹500,plane,₹1000,743.81,9849.95,education,sunny,music festival
357,36,Male,relaxation,Kerala,7,business,₹5000,19309.72,36.640931,121.1136216,16.391948,87.9221,771227,478,523,hostel,₹2000,car,₹5000,67.62,5221.72,hiking,cloudy,music festival
358,73,Male,adventure,Manipur,29,business,₹10000,33382.28,9.04468,-49.609512,9.078306,87.4518,1100899,224,994,hostel,₹2000,car,₹2000,384.13,1251.95,vacation,rainy,sports event
359,82,Female,adventure,Punjab,1,vacation,₹10000,36108.33,10.46864,109.2196634,12.330882,85.1795,1194472,418,76,hotel,₹100,plane,₹5000,252.42,5234.94,vacation,sunny,art exhibition
360,66,Female,relaxation,Himachal Pradesh,28,family,₹25000,19479.39,34.067508,112.375491,30.639312,70.2101,1356510,707,986,vacation rental,₹1000,car,₹1000,156.28,6430.81,education,sunny,art exhibition
361,59,Female,adventure,Himachal Pradesh,29,business,₹35000,31899.22,33.905167,100.486253,8.171669,84.7558,658533,101,137,hotel,₹500,car,₹1000,371.6,1907.37,sightseeing,rainy,music festival
362,70,Male,relaxation,Telangana,13,family,₹2000,27455.72,30.497964,-83.00685,34.45707,86.2771,21541,601,704,hotel,₹2000,car,₹2000,520.37,4853.34,sightseeing,cloudy,music festival
363,59,Agender,relaxation,Haryana,17,family,₹5000,27251.28,23.395018,113.091683,23.313479,83.2775,380081,898,273,hotel,₹100,plane,₹1000,288.23,5509.39,sightseeing,sunny,music festival
364,34,Male,adventure,Nagaland,10,vacation,₹10000,17613.57,10.758894,85.9779314,25.85901,73.785,615025,561,728,hotel,₹2000,plane,₹100,674.71,6660.44,hiking,cloudy,art exhibition
365,25,Male,relaxation,Uttar Pradesh,12,family,₹10000,18241.69,13.722,26.4532856,34.792319,95.1572,25186,995,995,vacation rental,₹500,car,₹1000,198.7,16.48,education,cloudy,music festival
366,73,Male,relaxation,Kerala,11,business,₹35000,1781.9,13.688231,45.0629902,26.571262,76.8758,396654,637,234,vacation rental,₹500,plane,₹5000,920.49,6764.35,shopping,sunny,sports event
367,44,Male,relaxation,Arunachal Pradesh,10,family,₹500,14084.29,23.449996,120.4087,27.875535,96.1618,652085,133,173,vacation rental,₹2000,car,₹100,33.6,3169.81,shopping,cloudy,art exhibition
368,55,Female,cultural,Kerala,7,business,₹1000,5259.27,34.349852,158.5752259,25.030654,95.5714,1444092,188,956,vacation rental,₹1000,train,₹5000,222.14,4620.79,education,sunny,art exhibition
369,82,Male,relaxation,Meghalaya,21,vacation,₹35000,23023.49,23.593481,0.8648422,10.659011,86.4663,1372847,963,33,hotel,₹2000,car,₹2000,71.08,8527.45,hiking,cloudy,music festival
370,73,Male,cultural,Maharashtra,8,business,"",40464.09,23.408291,37.8304992,34.321701,85.4846,1415885,783,692,hostel,₹2000,car,₹1000,627.18,6707.92,vacation,cloudy,sports event
371,50,Genderfluid,adventure,Assam,19,vacation,₹35000,27236.01,31.048453,120.9950071,32.456737,69.9502,261971,804,294,vacation rental,₹1000,train,₹5000,547.2,9856.52,vacation,cloudy,sports event
372,84,Female,cultural,Maharashtra,5,vacation,₹35000,7619.55,20.046955,108.0272646,14.31498,83.648,1259225,112,97,hostel,₹100,car,₹500,162.99,8528.21,education,sunny,music festival
373,51,Female,adventure,Goa,20,family,₹500,12163.82,29.281445,-35.2537836,24.415433,73.0321,1297625,541,195,vacation rental,₹2000,plane,₹500,238.39,2405.82,hiking,cloudy,music festival
374,23,Male,cultural,Meghalaya,2,vacation,₹15000,24620.6,29.298588,5.5510411,27.028368,76.9239,1179450,918,530,vacation rental,₹1000,train,₹100,358.93,3991.47,shopping,rainy,sports event
375,62,Female,relaxation,Arunachal Pradesh,2,business,₹100,46909.44,17.770078,60.398557,35.439868,89.3997,1390616,408,466,hostel,₹100,train,₹100,304.5,6166.46,education,cloudy,music festival
376,69,Male,cultural,Karnataka,5,business,₹2000,38092.66,8.813158,110.898783,8.040327,93.8617,874552,572,875,vacation rental,₹500,plane,₹100,155.31,2072.13,education,sunny,sports event
377,74,Agender,relaxation,Sikkim,14,business,₹35000,29290.44,34.588172,23.8724272,15.712603,89.9579,1173569,352,394,hotel,₹100,car,₹2000,491.22,3639.5,shopping,sunny,sports event
378,25,Male,adventure,Punjab,9,vacation,₹50000,27419.54,26.294501,-76.9095647,33.553576,82.56,232289,904,782,vacation rental,₹500,car,₹500,566.05,6031.37,education,sunny,music festival
379,64,Female,adventure,Jharkhand,25,business,₹10000,37950.27,30.623277,79.960149,10.106476,70.3918,919668,909,449,hostel,₹500,train,₹2000,91.86,6105.23,hiking,sunny,music festival
380,73,Male,adventure,Punjab,21,vacation,"",209.59,9.817304,119.9745295,16.673362,77.0778,715592,381,502,hotel,₹500,plane,₹500,668.86,8679.8,sightseeing,rainy,sports event
381,55,Male,relaxation,Andhra Pradesh,12,family,"",19430.35,8.302317,112.758414,35.434604,91.0201,1286765,77,261,hostel,₹2000,plane,₹1000,5.39,2022.96,vacation,cloudy,sports event
